Fiscal Year,District Number,District Type,District Name,Language Name,Home Primary Language,Enrollments,County Code,County Name,Economic Development Region,Strata,Strata Name
12-13,2190,01,YELLOW MEDICINE EAST,"Lao, Laotian ",028,1,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
12-13,2190,01,YELLOW MEDICINE EAST,Dakota,008,2,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
12-13,2190,01,YELLOW MEDICINE EAST,English,011,739,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
12-13,2190,01,YELLOW MEDICINE EAST,Spanish,045,61,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
12-13,2190,01,YELLOW MEDICINE EAST,Hmong,020,7,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
12-13,2198,01,FILLMORE CENTRAL,English,011,557,23,Fillmore                                     ,10,5,Outstate - Enrollment between 500 and 999
12-13,2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,English,011,301,54,Norman                                       ,01,6,Outstate - Enrollment less than 500
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,Norwegian,034,1,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,Thai,047,1,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,Danish,009,1,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,Ukrainian,049,2,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,"French, Creolized",232,1,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,English,011,1015,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,German,017,1,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2310,01,SIBLEY EAST SCHOOL DISTRICT,Spanish,045,198,72,Sibley                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,Bengali,010,2,15,Clearwater                                   ,02,6,Outstate - Enrollment less than 500
12-13,2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,English,011,430,15,Clearwater                                   ,02,6,Outstate - Enrollment less than 500
12-13,2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,Russian,040,1,15,Clearwater                                   ,02,6,Outstate - Enrollment less than 500
12-13,2342,01,WEST CENTRAL AREA,Russian,040,1,26,Grant                                        ,04,5,Outstate - Enrollment between 500 and 999
12-13,2342,01,WEST CENTRAL AREA,English,011,712,26,Grant                                        ,04,5,Outstate - Enrollment between 500 and 999
12-13,2342,01,WEST CENTRAL AREA,Romanian,039,1,26,Grant                                        ,04,5,Outstate - Enrollment between 500 and 999
12-13,2358,01,TRI-COUNTY SCHOOL DISTRICT,Swedish,046,1,35,Kittson                                      ,01,6,Outstate - Enrollment less than 500
12-13,2358,01,TRI-COUNTY SCHOOL DISTRICT,English,011,206,35,Kittson                                      ,01,6,Outstate - Enrollment less than 500
12-13,2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DISTRICT,Spanish,045,30,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
12-13,2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DISTRICT,English,011,635,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
12-13,2365,01,G.F.W.,Spanish,045,60,72,Sibley                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2365,01,G.F.W.,English,011,727,72,Sibley                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2365,01,G.F.W.,Portuguese,038,2,72,Sibley                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2365,01,G.F.W.,German,017,1,72,Sibley                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2396,01,A.C.G.C.,Spanish,045,4,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2396,01,A.C.G.C.,Haitian Creole,085,2,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2396,01,A.C.G.C.,English,011,777,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,German,017,2,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Japanese,024,1,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Norwegian,034,1,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Korean,026,1,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Spanish,045,96,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Ukrainian,049,1,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,English,011,950,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,Danish,009,1,40,Le Sueur                                     ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,Afrikaans,001,1,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,"Ganda, Luganda ",095,1,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,"Chinese, Mandarin ",007,1,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,Finnish,014,2,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,Swedish,046,1,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,English,011,750,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,Thai,047,1,46,Martin                                       ,09,5,Outstate - Enrollment between 500 and 999
12-13,2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,English,011,274,54,Norman                                       ,01,6,Outstate - Enrollment less than 500
12-13,2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,Spanish,045,11,54,Norman                                       ,01,6,Outstate - Enrollment less than 500
12-13,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,English,011,613,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Finnish,014,2,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Norwegian,034,1,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,"Chinese, Mandarin ",007,1,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Spanish,045,63,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
12-13,2536,01,GRANADA HUNTLEY-EAST CHAIN,English,011,205,46,Martin                                       ,09,6,Outstate - Enrollment less than 500
12-13,2580,01,EAST CENTRAL SCHOOL DISTRICT,English,011,760,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
12-13,2580,01,EAST CENTRAL SCHOOL DISTRICT,German,017,1,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
12-13,2580,01,EAST CENTRAL SCHOOL DISTRICT,Not Specific,052,1,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
12-13,2580,01,EAST CENTRAL SCHOOL DISTRICT,Spanish,045,2,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
12-13,2609,01,WIN-E-MAC SCHOOL DISTRICT,Russian,040,79,60,Polk                                         ,01,6,Outstate - Enrollment less than 500
12-13,2609,01,WIN-E-MAC SCHOOL DISTRICT,English,011,343,60,Polk                                         ,01,6,Outstate - Enrollment less than 500
12-13,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,English,011,441,68,Roseau                                       ,01,6,Outstate - Enrollment less than 500
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,Dutch,033,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,Thai,047,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,Spanish,045,20,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,Russian,040,2,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,Ukrainian,049,5,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,French,015,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2687,01,HOWARD LAKE-WAVERLY-WINSTED,English,011,1072,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,English,011,1023,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,"Chinese, Mandarin ",007,3,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,German,017,33,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,"Lao, Laotian ",028,3,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,Spanish,045,48,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2689,01,PIPESTONE AREA SCHOOL DISTRICT,Arabic,002,2,59,Pipestone                                    ,08,4,Outstate - Enrollment between 1000 and 1999
12-13,2711,01,MESABI EAST SCHOOL DISTRICT,Thai,047,1,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
12-13,2711,01,MESABI EAST SCHOOL DISTRICT,Japanese,024,3,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
12-13,2711,01,MESABI EAST SCHOOL DISTRICT,English,011,913,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Portuguese,038,1,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,"Chinese, Mandarin ",007,1,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Norwegian,034,2,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Hindi ,019,1,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Cutchi-Swahili,215,2,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Spanish,045,74,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,Vietnamese,051,5,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2752,01,FAIRMONT AREA SCHOOL DISTRICT,English,011,1622,46,Martin                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,"Chinese, Mandarin ",007,1,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,Russian,040,1,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,Spanish,045,264,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,English,011,633,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,Samoan,056,4,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,Cebuano,036,1,77,Todd                                         ,05,5,Outstate - Enrollment between 500 and 999
12-13,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,Spanish,045,1,64,Redwood                                      ,08,5,Outstate - Enrollment between 500 and 999
12-13,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,English,011,502,64,Redwood                                      ,08,5,Outstate - Enrollment between 500 and 999
12-13,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,Thai,047,1,64,Redwood                                      ,08,5,Outstate - Enrollment between 500 and 999
12-13,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Slovak,043,1,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,English,011,255,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,German,017,1,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Spanish,045,5,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Portuguese,038,1,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,"English, Creolized",057,3,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Vietnamese,051,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,English,011,1056,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Russian,040,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,German,017,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,"Chinese, Mandarin ",007,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Spanish,045,6,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
